HawtC2_ProjectName: 5MW_PowerProduction_Spar 更多消息和教程请访问：http://www.hawtc.cn/
Powered By OpenWECD.HawtC2.MBD @CopyRight 赵子祯
Time	TwHtALxt  N_0	TwHtALxt  N_1	TwHtALxt  N_2	TwHtALxt  N_3	TwHtALxt  N_4	TwHtALxt  N_5	TwHtALxt  N_7	TwHtALxt  N_8	TwHtALxt  N_9	TwHtALxt  N_10	TwHtALyt  N_0	TwHtALyt  N_1	TwHtALyt  N_2	TwHtALyt  N_3	TwHtALyt  N_4	TwHtALyt  N_5	TwHtALyt  N_7	TwHtALyt  N_8	TwHtALyt  N_9	TwHtALyt  N_10	TwHtALzt  N_0	TwHtALzt  N_1	TwHtALzt  N_2	TwHtALzt  N_3	TwHtALzt  N_4	TwHtALzt  N_5	TwHtALzt  N_7	TwHtALzt  N_8	TwHtALzt  N_9	TwHtALzt  N_10	TwHtTDxt  N_0	TwHtTDxt  N_1	TwHtTDxt  N_2	TwHtTDxt  N_3	TwHtTDxt  N_4	TwHtTDxt  N_5	TwHtTDxt  N_7	TwHtTDxt  N_8	TwHtTDxt  N_9	TwHtTDxt  N_10	TwHtTDyt  N_0	TwHtTDyt  N_1	TwHtTDyt  N_2	TwHtTDyt  N_3	TwHtTDyt  N_4	TwHtTDyt  N_5	TwHtTDyt  N_7	TwHtTDyt  N_8	TwHtTDyt  N_9	TwHtTDyt  N_10	TwHtTDzt  N_0	TwHtTDzt  N_1	TwHtTDzt  N_2	TwHtTDzt  N_3	TwHtTDzt  N_4	TwHtTDzt  N_5	TwHtTDzt  N_7	TwHtTDzt  N_8	TwHtTDzt  N_9	TwHtTDzt  N_10	
14.850000	-0.000000	-0.001046	-0.004174	-0.009322	-0.016365	-0.025117	-0.046721	-0.058954	-0.071691	-0.084591	0.000000	0.001302	0.005370	0.012448	0.022789	0.036641	0.075680	0.101035	0.130116	0.162474	0.000000	-0.000000	-0.000002	-0.000009	-0.000023	-0.000047	-0.000135	-0.000198	-0.000269	-0.000337	0.000000	0.002581	0.010511	0.024029	0.043318	0.068492	0.136361	0.178530	0.225371	0.275769	-0.000000	-0.000363	-0.001531	-0.003635	-0.006822	-0.011254	-0.024445	-0.033402	-0.043927	-0.055838	0.000000	-0.000001	-0.000006	-0.000019	-0.000044	-0.000084	-0.000240	-0.000362	-0.000504	-0.000679	
14.900000	-0.000000	-0.001197	-0.004755	-0.010566	-0.018440	-0.028108	-0.051420	-0.064262	-0.077347	-0.090317	0.000000	0.001586	0.006416	0.014566	0.026059	0.040870	0.080075	0.104130	0.130815	0.159777	0.000000	-0.000000	-0.000003	-0.000010	-0.000026	-0.000054	-0.000150	-0.000219	-0.000295	-0.000366	0.000000	0.002598	0.010580	0.024186	0.043600	0.068936	0.137237	0.179672	0.226806	0.277517	-0.000000	-0.000341	-0.001439	-0.003423	-0.006439	-0.010646	-0.023224	-0.031794	-0.041882	-0.053313	0.000000	-0.000001	-0.000006	-0.000019	-0.000044	-0.000088	-0.000244	-0.000366	-0.000511	-0.000687	
14.950000	-0.000000	-0.001274	-0.005055	-0.011210	-0.019516	-0.029664	-0.053890	-0.067072	-0.080372	-0.093418	0.000000	0.001817	0.007253	0.016212	0.028492	0.043798	0.081968	0.104003	0.127505	0.152228	0.000000	-0.000000	-0.000003	-0.000011	-0.000028	-0.000058	-0.000160	-0.000232	-0.000311	-0.000385	0.000000	0.002612	0.010637	0.024316	0.043835	0.069307	0.137981	0.180649	0.228043	0.279036	-0.000000	-0.000314	-0.001329	-0.003173	-0.005988	-0.009932	-0.021800	-0.029925	-0.039513	-0.050396	0.000000	-0.000001	-0.000006	-0.000019	-0.000046	-0.000088	-0.000244	-0.000370	-0.000511	-0.000694	
15.000000	-0.000000	-0.001268	-0.005033	-0.011169	-0.019461	-0.029608	-0.053913	-0.067192	-0.080636	-0.093869	0.000000	0.001889	0.007475	0.016536	0.028710	0.043514	0.078700	0.097928	0.117650	0.137718	0.000000	-0.000000	-0.000003	-0.000012	-0.000029	-0.000059	-0.000163	-0.000235	-0.000314	-0.000388	0.000000	0.002623	0.010680	0.024417	0.044020	0.069604	0.138590	0.181458	0.229078	0.280319	-0.000000	-0.000282	-0.001201	-0.002881	-0.005465	-0.009109	-0.020174	-0.027803	-0.036836	-0.047115	0.000000	-0.000001	-0.000006	-0.000019	-0.000046	-0.000088	-0.000248	-0.000370	-0.000519	-0.000694	
15.050000	-0.000000	-0.001184	-0.004711	-0.010489	-0.018348	-0.028043	-0.051643	-0.064791	-0.078308	-0.091827	0.000000	0.001732	0.006820	0.014991	0.025832	0.038801	0.068606	0.084222	0.099727	0.115043	0.000000	-0.000000	-0.000003	-0.000011	-0.000029	-0.000057	-0.000158	-0.000228	-0.000304	-0.000375	0.000000	0.002630	0.010712	0.024492	0.044158	0.069829	0.139066	0.182101	0.229915	0.281370	-0.000000	-0.000246	-0.001055	-0.002550	-0.004872	-0.008181	-0.018362	-0.025450	-0.033885	-0.043517	0.000000	-0.000001	-0.000006	-0.000019	-0.000046	-0.000088	-0.000248	-0.000374	-0.000519	-0.000694	
15.100000	-0.000000	-0.001042	-0.004167	-0.009335	-0.016445	-0.025340	-0.047583	-0.060365	-0.073819	-0.087594	0.000000	0.001332	0.005232	0.011464	0.019680	0.029426	0.051425	0.062679	0.073635	0.084256	0.000000	-0.000000	-0.000003	-0.000011	-0.000026	-0.000053	-0.000145	-0.000210	-0.000281	-0.000348	0.000000	0.002635	0.010733	0.024541	0.044252	0.069987	0.139418	0.182588	0.230560	0.282196	-0.000000	-0.000206	-0.000894	-0.002185	-0.004223	-0.007168	-0.016399	-0.022913	-0.030717	-0.039667	0.000000	-0.000001	-0.000006	-0.000019	-0.000046	-0.000088	-0.000248	-0.000374	-0.000519	-0.000702	
15.150000	-0.000000	-0.000870	-0.003506	-0.007923	-0.014099	-0.021976	-0.042383	-0.054566	-0.067744	-0.081587	0.000000	0.000731	0.002871	0.006296	0.010818	0.016194	0.028384	0.034660	0.040801	0.046784	0.000000	-0.000000	-0.000003	-0.000009	-0.000023	-0.000047	-0.000127	-0.000184	-0.000247	-0.000308	0.000000	0.002637	0.010744	0.024569	0.044308	0.070085	0.139658	0.182930	0.231029	0.282811	-0.000000	-0.000163	-0.000722	-0.001797	-0.003534	-0.006096	-0.014335	-0.020253	-0.027404	-0.035653	0.000000	-0.000001	-0.000006	-0.000019	-0.000046	-0.000088	-0.000248	-0.000374	-0.000519	-0.000702	
15.200000	-0.000000	-0.000692	-0.002817	-0.006444	-0.011622	-0.018386	-0.036647	-0.048009	-0.060641	-0.074242	0.000000	0.000017	0.000079	0.000209	0.000434	0.000783	0.001982	0.002878	0.003982	0.005271	0.000000	-0.000000	-0.000002	-0.000008	-0.000020	-0.000039	-0.000107	-0.000155	-0.000208	-0.000261	0.000000	0.002638	0.010747	0.024579	0.044332	0.070134	0.139798	0.183145	0.231337	0.283230	-0.000000	-0.000120	-0.000547	-0.001402	-0.002832	-0.005003	-0.012233	-0.017545	-0.024035	-0.031574	0.000000	-0.000001	-0.000006	-0.000019	-0.000046	-0.000088	-0.000248	-0.000374	-0.000519	-0.000702	
15.250000	-0.000000	-0.000515	-0.002131	-0.004961	-0.009121	-0.014730	-0.030660	-0.041041	-0.052918	-0.066023	-0.000000	-0.000691	-0.002693	-0.005843	-0.009907	-0.014593	-0.024499	-0.029103	-0.033207	-0.036827	0.000000	-0.000000	-0.000002	-0.000006	-0.000016	-0.000031	-0.000084	-0.000123	-0.000167	-0.000211	0.000000	0.002637	0.010743	0.024575	0.044330	0.070140	0.139855	0.183248	0.231503	0.283474	-0.000000	-0.000077	-0.000374	-0.001013	-0.002141	-0.003928	-0.010160	-0.014871	-0.020702	-0.027534	0.000000	-0.000001	-0.000006	-0.000019	-0.000046	-0.000088	-0.000248	-0.000374	-0.000519	-0.000694	
15.300000	-0.000000	-0.000340	-0.001453	-0.003492	-0.006635	-0.011078	-0.024598	-0.033920	-0.044935	-0.057408	-0.000000	-0.001278	-0.005004	-0.010922	-0.018660	-0.027741	-0.047751	-0.057650	-0.067012	-0.075826	0.000000	-0.000000	-0.000001	-0.000005	-0.000012	-0.000023	-0.000062	-0.000091	-0.000126	-0.000162	0.000000	0.002635	0.010736	0.024560	0.044308	0.070115	0.139842	0.183257	0.231546	0.283564	-0.000000	-0.000037	-0.000212	-0.000646	-0.001487	-0.002906	-0.008177	-0.012306	-0.017496	-0.023635	0.000000	-0.000001	-0.000006	-0.000019	-0.000046	-0.000088	-0.000248	-0.000374	-0.000519	-0.000694	
15.350000	-0.000000	-0.000177	-0.000815	-0.002105	-0.004280	-0.007604	-0.018760	-0.027004	-0.037101	-0.048850	-0.000000	-0.001662	-0.006538	-0.014355	-0.024701	-0.037039	-0.065207	-0.079838	-0.094263	-0.108416	-0.000000	-0.000000	-0.000001	-0.000003	-0.000008	-0.000015	-0.000042	-0.000063	-0.000088	-0.000116	0.000000	0.002632	0.010725	0.024538	0.044273	0.070066	0.139775	0.183190	0.231487	0.283521	0.000000	-0.000000	-0.000064	-0.000311	-0.000888	-0.001966	-0.006337	-0.009915	-0.014493	-0.019969	0.000000	-0.000001	-0.000006	-0.000019	-0.000046	-0.000088	-0.000248	-0.000370	-0.000519	-0.000694	
15.400000	-0.000000	-0.000043	-0.000288	-0.000951	-0.002299	-0.004646	-0.013627	-0.020791	-0.029885	-0.040740	-0.000000	-0.001811	-0.007166	-0.015853	-0.027528	-0.041728	-0.075497	-0.093962	-0.112911	-0.132200	-0.000000	-0.000000	-0.000001	-0.000002	-0.000005	-0.000009	-0.000026	-0.000039	-0.000056	-0.000077	0.000000	0.002629	0.010714	0.024512	0.044230	0.070002	0.139668	0.183064	0.231344	0.283366	0.000000	0.000032	0.000066	-0.000014	-0.000354	-0.001126	-0.004675	-0.007743	-0.011751	-0.016606	0.000000	-0.000001	-0.000006	-0.000019	-0.000046	-0.000088	-0.000248	-0.000370	-0.000519	-0.000694	
15.450000	0.000000	0.000044	0.000059	-0.000173	-0.000927	-0.002528	-0.009634	-0.015715	-0.023663	-0.033341	-0.000000	-0.001740	-0.006949	-0.015533	-0.027303	-0.041979	-0.078594	-0.099744	-0.122311	-0.146059	-0.000000	-0.000000	-0.000000	-0.000001	-0.000003	-0.000005	-0.000014	-0.000022	-0.000033	-0.000047	0.000000	0.002626	0.010702	0.024485	0.044182	0.069929	0.139532	0.182892	0.231135	0.283118	0.000000	0.000060	0.000179	0.000244	0.000110	-0.000391	-0.003207	-0.005814	-0.009305	-0.013592	0.000000	-0.000001	-0.000006	-0.000019	-0.000046	-0.000088	-0.000244	-0.000370	-0.000511	-0.000694	
15.500000	0.000000	0.000082	0.000223	0.000222	-0.000174	-0.001268	-0.006823	-0.011831	-0.018509	-0.026745	-0.000000	-0.001512	-0.006113	-0.013860	-0.024762	-0.038775	-0.075707	-0.098273	-0.123241	-0.150287	-0.000000	-0.000000	-0.000000	-0.000001	-0.000001	-0.000003	-0.000007	-0.000012	-0.000018	-0.000027	0.000000	0.002623	0.010690	0.024458	0.044133	0.069851	0.139376	0.182686	0.230873	0.282796	0.000000	0.000083	0.000275	0.000464	0.000509	0.000243	-0.001932	-0.004134	-0.007167	-0.010951	0.000000	-0.000001	-0.000006	-0.000019	-0.000046	-0.000088	-0.000244	-0.000370	-0.000511	-0.000687	
15.550000	0.000000	0.000090	0.000272	0.000375	0.000181	-0.000566	-0.004821	-0.008802	-0.014182	-0.020875	-0.000000	-0.001214	-0.004988	-0.011524	-0.021019	-0.033661	-0.068962	-0.091708	-0.117679	-0.146481	-0.000000	-0.000000	-0.000000	-0.000000	-0.000001	-0.000001	-0.000003	-0.000005	-0.000008	-0.000013	0.000000	0.002620	0.010679	0.024432	0.044085	0.069772	0.139205	0.182454	0.230571	0.282414	0.000000	0.000103	0.000357	0.000653	0.000851	0.000785	-0.000839	-0.002693	-0.005332	-0.008682	0.000000	-0.000001	-0.000006	-0.000019	-0.000044	-0.000088	-0.000244	-0.000366	-0.000511	-0.000687	
15.600000	0.000000	0.000090	0.000287	0.000453	0.000409	-0.000054	-0.003145	-0.006166	-0.010309	-0.015511	-0.000000	-0.000937	-0.003929	-0.009272	-0.017299	-0.028364	-0.060902	-0.082787	-0.108373	-0.137231	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000001	-0.000001	-0.000001	-0.000003	0.000000	0.002618	0.010668	0.024407	0.044037	0.069691	0.139025	0.182204	0.230238	0.281987	0.000000	0.000121	0.000428	0.000816	0.001145	0.001251	0.000092	-0.001469	-0.003780	-0.006768	0.000000	-0.000001	-0.000006	-0.000019	-0.000044	-0.000088	-0.000244	-0.000366	-0.000511	-0.000687	
15.650000	0.000000	0.000096	0.000324	0.000574	0.000702	0.000535	-0.001425	-0.003543	-0.006543	-0.010380	-0.000000	-0.000756	-0.003219	-0.007716	-0.014625	-0.024360	-0.053884	-0.074218	-0.098285	-0.125663	-0.000000	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000002	0.000004	0.000005	0.000006	0.000000	0.002616	0.010659	0.024383	0.043990	0.069611	0.138838	0.181941	0.229883	0.281528	0.000000	0.000136	0.000491	0.000958	0.001399	0.001651	0.000879	-0.000442	-0.002485	-0.005184	0.000000	-0.000001	-0.000006	-0.000019	-0.000044	-0.000088	-0.000244	-0.000366	-0.000511	-0.000679	
15.700000	0.000000	0.000110	0.000395	0.000764	0.001103	0.001268	0.000467	-0.000775	-0.002689	-0.005252	-0.000000	-0.000710	-0.003011	-0.007194	-0.013592	-0.022566	-0.049616	-0.068162	-0.090060	-0.114930	-0.000000	-0.000000	0.000000	0.000000	0.000001	0.000002	0.000006	0.000009	0.000013	0.000016	0.000000	0.002614	0.010650	0.024361	0.043946	0.069534	0.138651	0.181673	0.229518	0.281049	0.000000	0.000150	0.000545	0.001081	0.001619	0.001992	0.001539	0.000408	-0.001426	-0.003899	0.000000	-0.000001	-0.000006	-0.000019	-0.000044	-0.000084	-0.000240	-0.000362	-0.000504	-0.000679	
15.750000	0.000000	0.000131	0.000488	0.001003	0.001583	0.002112	0.002513	0.002151	0.001309	-0.000011	-0.000000	-0.000796	-0.003308	-0.007738	-0.014300	-0.023220	-0.048920	-0.065924	-0.085627	-0.107711	-0.000000	-0.000000	0.000000	0.000000	0.000001	0.000003	0.000010	0.000015	0.000021	0.000027	0.000000	0.002612	0.010643	0.024341	0.043905	0.069460	0.138467	0.181407	0.229150	0.280563	0.000000	0.000161	0.000592	0.001186	0.001803	0.002277	0.002075	0.001091	-0.000585	-0.002892	0.000000	-0.000001	-0.000006	-0.000019	-0.000044	-0.000084	-0.000240	-0.000362	-0.000504	-0.000679	
15.800000	0.000000	0.000156	0.000601	0.001282	0.002127	0.003045	0.004685	0.005205	0.005424	0.005324	-0.000000	-0.000980	-0.003989	-0.009115	-0.016424	-0.025961	-0.051741	-0.067875	-0.085987	-0.105825	-0.000000	-0.000000	0.000000	0.000001	0.000002	0.000004	0.000014	0.000022	0.000031	0.000038	0.000000	0.002611	0.010636	0.024324	0.043869	0.069393	0.138292	0.181150	0.228791	0.280084	0.000000	0.000171	0.000630	0.001270	0.001950	0.002501	0.002487	0.001608	0.000042	-0.002151	0.000000	-0.000001	-0.000006	-0.000019	-0.000044	-0.000084	-0.000240	-0.000362	-0.000504	-0.000671	
15.850000	0.000000	0.000184	0.000722	0.001576	0.002695	0.004007	0.006877	0.008261	0.009514	0.010593	-0.000000	-0.001210	-0.004858	-0.010929	-0.019355	-0.030013	-0.057317	-0.073534	-0.091160	-0.109988	-0.000000	-0.000000	0.000000	0.000001	0.000002	0.000006	0.000019	0.000029	0.000041	0.000051	0.000000	0.002610	0.010632	0.024311	0.043839	0.069335	0.138131	0.180910	0.228451	0.279625	0.000000	0.000178	0.000657	0.001329	0.002052	0.002655	0.002762	0.001949	0.000449	-0.001678	0.000000	-0.000001	-0.000006	-0.000019	-0.000044	-0.000084	-0.000240	-0.000359	-0.000504	-0.000671	
15.900000	0.000000	0.000203	0.000808	0.001797	0.003141	0.004796	0.008810	0.011037	0.013320	0.015595	-0.000000	-0.001427	-0.005697	-0.012734	-0.022384	-0.034416	-0.064441	-0.081788	-0.100298	-0.119778	-0.000000	-0.000000	0.000000	0.000001	0.000003	0.000007	0.000023	0.000035	0.000050	0.000062	0.000000	0.002610	0.010629	0.024302	0.043816	0.069288	0.137991	0.180694	0.228139	0.279199	0.000000	0.000181	0.000670	0.001358	0.002102	0.002728	0.002886	0.002096	0.000617	-0.001491	0.000000	-0.000001	-0.000006	-0.000019	-0.000044	-0.000084	-0.000240	-0.000359	-0.000496	-0.000671	
15.950000	0.000000	0.000205	0.000829	0.001880	0.003361	0.005264	0.010266	0.013296	0.016607	0.020116	-0.000000	-0.001585	-0.006331	-0.014159	-0.024899	-0.038302	-0.071803	-0.091191	-0.111904	-0.133724	-0.000000	-0.000000	0.000000	0.000001	0.000003	0.000007	0.000025	0.000039	0.000056	0.000071	0.000000	0.002610	0.010628	0.024297	0.043801	0.069254	0.137874	0.180508	0.227865	0.278817	0.000000	0.000181	0.000668	0.001354	0.002093	0.002711	0.002839	0.002027	0.000520	-0.001621	0.000000	-0.000001	-0.000006	-0.000019	-0.000044	-0.000084	-0.000240	-0.000359	-0.000496	-0.000664	
16.000000	0.000000	0.000188	0.000778	0.001809	0.003325	0.005366	0.011156	0.014925	0.019235	0.023987	-0.000000	-0.001666	-0.006682	-0.015017	-0.026564	-0.041136	-0.078318	-0.100311	-0.124151	-0.149560	-0.000000	-0.000000	0.000000	0.000001	0.000003	0.000007	0.000025	0.000041	0.000059	0.000076	0.000000	0.002611	0.010630	0.024297	0.043795	0.069233	0.137784	0.180358	0.227636	0.278491	0.000000	0.000176	0.000651	0.001313	0.002019	0.002593	0.002604	0.001718	0.000128	-0.002104	0.000000	-0.000001	-0.000006	-0.000019	-0.000044	-0.000084	-0.000240	-0.000359	-0.000496	-0.000664	
16.050000	0.000000	0.000156	0.000670	0.001616	0.003083	0.005167	0.011553	0.015979	0.021225	0.027179	-0.000000	-0.001675	-0.006765	-0.015323	-0.027344	-0.042765	-0.083264	-0.107926	-0.135154	-0.164601	-0.000000	-0.000000	0.000000	0.000000	0.000002	0.000006	0.000024	0.000040	0.000059	0.000076	0.000000	0.002612	0.010633	0.024302	0.043797	0.069225	0.137723	0.180247	0.227457	0.278229	0.000000	0.000168	0.000616	0.001234	0.001877	0.002371	0.002167	0.001149	-0.000589	-0.002981	0.000000	-0.000001	-0.000006	-0.000019	-0.000044	-0.000084	-0.000237	-0.000359	-0.000496	-0.000664	
16.100000	0.000000	0.000126	0.000564	0.001421	0.002826	0.004923	0.011776	0.016748	0.022784	0.029761	-0.000000	-0.001636	-0.006655	-0.015201	-0.027384	-0.043274	-0.086190	-0.113029	-0.143147	-0.176122	-0.000000	-0.000000	-0.000000	0.000000	0.000001	0.000004	0.000021	0.000037	0.000056	0.000073	0.000000	0.002613	0.010638	0.024310	0.043806	0.069230	0.137691	0.180177	0.227334	0.278038	0.000000	0.000155	0.000564	0.001117	0.001667	0.002041	0.001518	0.000302	-0.001654	-0.004284	0.000000	-0.000001	-0.000006	-0.000019	-0.000044	-0.000084	-0.000237	-0.000359	-0.000496	-0.000664	
16.150000	0.000000	0.000108	0.000504	0.001317	0.002704	0.004843	0.012101	0.017500	0.024136	0.031878	-0.000000	-0.001574	-0.006443	-0.014817	-0.026894	-0.042845	-0.086824	-0.114847	-0.146639	-0.181733	-0.000000	-0.000000	-0.000000	-0.000000	0.000001	0.000003	0.000018	0.000032	0.000050	0.000066	0.000000	0.002615	0.010644	0.024321	0.043822	0.069247	0.137688	0.180149	0.227269	0.277924	0.000000	0.000138	0.000496	0.000962	0.001389	0.001603	0.000651	-0.000830	-0.003083	-0.006037	0.000000	-0.000001	-0.000006	-0.000019	-0.000044	-0.000084	-0.000237	-0.000355	-0.000496	-0.000664	
16.200000	0.000000	0.000105	0.000497	0.001319	0.002742	0.004966	0.012615	0.018355	0.025439	0.033729	-0.000000	-0.001511	-0.006202	-0.014305	-0.026049	-0.041644	-0.085005	-0.112842	-0.144559	-0.179681	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.000002	0.000014	0.000027	0.000043	0.000057	0.000000	0.002617	0.010651	0.024336	0.043845	0.069276	0.137717	0.180167	0.227266	0.277892	0.000000	0.000118	0.000413	0.000771	0.001045	0.001059	-0.000430	-0.002247	-0.004877	-0.008243	0.000000	-0.000001	-0.000006	-0.000019	-0.000044	-0.000084	-0.000237	-0.000359	-0.000496	-0.000664	
16.250000	0.000000	0.000115	0.000542	0.001427	0.002948	0.005310	0.013381	0.019412	0.026840	0.035519	-0.000000	-0.001454	-0.005955	-0.013706	-0.024895	-0.039695	-0.080581	-0.106681	-0.136322	-0.169067	-0.000000	-0.000000	-0.000000	-0.000001	-0.000001	0.000000	0.000011	0.000022	0.000035	0.000045	0.000000	0.002619	0.010660	0.024354	0.043874	0.069318	0.137777	0.180231	0.227328	0.277947	0.000000	0.000094	0.000314	0.000544	0.000637	0.000414	-0.001719	-0.003939	-0.007023	-0.010886	0.000000	-0.000001	-0.000006	-0.000019	-0.000044	-0.000084	-0.000240	-0.000359	-0.000496	-0.000664	
16.300000	0.000000	0.000146	0.000663	0.001694	0.003407	0.005997	0.014582	0.020874	0.028549	0.037453	-0.000000	-0.001391	-0.005659	-0.012928	-0.023292	-0.036813	-0.073346	-0.096202	-0.121856	-0.149949	-0.000000	-0.000000	-0.000000	-0.000001	-0.000001	-0.000000	0.000008	0.000017	0.000027	0.000032	0.000000	0.002622	0.010670	0.024376	0.043912	0.069374	0.137873	0.180346	0.227460	0.278093	0.000000	0.000066	0.000200	0.000285	0.000168	-0.000327	-0.003201	-0.005886	-0.009493	-0.013930	0.000000	-0.000001	-0.000006	-0.000019	-0.000044	-0.000084	-0.000240	-0.000359	-0.000496	-0.000664	
16.350000	0.000000	0.000208	0.000903	0.002204	0.004256	0.007216	0.016473	0.022988	0.030771	0.039661	-0.000000	-0.001291	-0.005204	-0.011758	-0.020922	-0.032618	-0.063056	-0.081426	-0.101596	-0.123314	-0.000000	-0.000000	-0.000000	-0.000001	-0.000001	-0.000000	0.000007	0.000013	0.000020	0.000021	0.000000	0.002625	0.010682	0.024403	0.043959	0.069446	0.138007	0.180515	0.227666	0.278336	0.000000	0.000034	0.000073	-0.000006	-0.000355	-0.001156	-0.004854	-0.008056	-0.012244	-0.017317	0.000000	-0.000001	-0.000006	-0.000019	-0.000044	-0.000084	-0.000240	-0.000359	-0.000496	-0.000664	
16.400000	0.000000	0.000310	0.001290	0.003022	0.005594	0.009098	0.019209	0.025888	0.033591	0.042147	-0.000000	-0.001121	-0.004464	-0.009953	-0.017442	-0.026723	-0.049619	-0.062682	-0.076500	-0.090940	-0.000000	-0.000000	-0.000000	-0.000001	-0.000000	0.000001	0.000007	0.000012	0.000016	0.000013	0.000000	0.002628	0.010697	0.024437	0.044019	0.069539	0.138186	0.180745	0.227952	0.278680	0.000000	0.000000	-0.000066	-0.000324	-0.000927	-0.002059	-0.006649	-0.010407	-0.015218	-0.020973	0.000000	-0.000001	-0.000006	-0.000019	-0.000044	-0.000084	-0.000240	-0.000359	-0.000496	-0.000671	
16.450000	0.000000	0.000442	0.001793	0.004079	0.007312	0.011492	0.022574	0.029350	0.036798	0.044737	-0.000000	-0.000855	-0.003359	-0.007371	-0.012673	-0.018985	-0.033343	-0.040763	-0.048050	-0.055172	-0.000000	-0.000000	-0.000000	-0.000000	0.000001	0.000002	0.000009	0.000013	0.000015	0.000008	0.000000	0.002633	0.010716	0.024479	0.044094	0.069657	0.138417	0.181044	0.228326	0.279133	-0.000000	-0.000037	-0.000215	-0.000663	-0.001537	-0.003020	-0.008548	-0.012888	-0.018348	-0.024812	0.000000	-0.000001	-0.000006	-0.000019	-0.000044	-0.000088	-0.000240	-0.000362	-0.000504	-0.000671	
16.500000	0.000000	0.000584	0.002328	0.005199	0.009125	0.014002	0.026027	0.032830	0.039907	0.047069	-0.000000	-0.000494	-0.001900	-0.004055	-0.006738	-0.009670	-0.015064	-0.016974	-0.018141	-0.018615	-0.000000	-0.000000	-0.000000	0.000000	0.000002	0.000004	0.000012	0.000015	0.000014	0.000005	0.000000	0.002639	0.010739	0.024533	0.044190	0.069807	0.138709	0.181421	0.228795	0.279701	-0.000000	-0.000075	-0.000371	-0.001017	-0.002172	-0.004016	-0.010507	-0.015441	-0.021561	-0.028743	0.000000	-0.000001	-0.000006	-0.000019	-0.000046	-0.000088	-0.000244	-0.000366	-0.000504	-0.000679	
16.550000	0.000000	0.000707	0.002794	0.006171	0.010689	0.016150	0.028902	0.035648	0.042299	0.048659	-0.000000	-0.000064	-0.000187	-0.000238	-0.000050	0.000575	0.003951	0.007040	0.011160	0.016208	-0.000000	-0.000000	0.000000	0.000001	0.000003	0.000006	0.000014	0.000016	0.000013	0.000001	0.000000	0.002646	0.010769	0.024601	0.044311	0.069995	0.139069	0.181884	0.229368	0.280389	-0.000000	-0.000114	-0.000530	-0.001377	-0.002815	-0.005024	-0.012481	-0.018006	-0.024783	-0.032676	0.000000	-0.000001	-0.000006	-0.000019	-0.000046	-0.000088	-0.000244	-0.000366	-0.000511	-0.000687	
16.600000	0.000000	0.000792	0.003114	0.006830	0.011736	0.017561	0.030649	0.037220	0.043400	0.048993	0.000000	0.000393	0.001615	0.003728	0.006796	0.010876	0.022253	0.029574	0.037927	0.047185	-0.000000	-0.000000	0.000000	0.000001	0.000004	0.000007	0.000014	0.000014	0.000010	-0.000004	0.000000	0.002656	0.010807	0.024685	0.044460	0.070225	0.139504	0.182438	0.230048	0.281199	-0.000000	-0.000153	-0.000686	-0.001732	-0.003449	-0.006018	-0.014421	-0.020526	-0.027942	-0.036529	0.000000	-0.000001	-0.000007	-0.000019	-0.000046	-0.000088	-0.000248	-0.000370	-0.000511	-0.000687	
16.650000	0.000000	0.000827	0.003239	0.007075	0.012095	0.017986	0.030881	0.037110	0.042750	0.047613	0.000000	0.000825	0.003306	0.007421	0.013107	0.020261	0.038418	0.049099	0.060633	0.072891	-0.000000	-0.000000	0.000000	0.000001	0.000004	0.000007	0.000012	0.000010	0.000003	-0.000013	0.000000	0.002667	0.010853	0.024787	0.044639	0.070500	0.140017	0.183085	0.230837	0.282131	-0.000000	-0.000190	-0.000837	-0.002073	-0.004059	-0.006972	-0.016285	-0.022946	-0.030978	-0.040231	0.000000	-0.000001	-0.000007	-0.000019	-0.000046	-0.000088	-0.000248	-0.000374	-0.000519	-0.000694	
16.700000	0.000000	0.000801	0.003131	0.006824	0.011632	0.017236	0.029310	0.035001	0.040022	0.044201	0.000000	0.001176	0.004676	0.010403	0.018185	0.027780	0.051223	0.064452	0.078342	0.092763	-0.000000	-0.000000	0.000000	0.000001	0.000003	0.000005	0.000007	0.000003	-0.000007	-0.000025	0.000000	0.002681	0.010906	0.024906	0.044848	0.070819	0.140605	0.183824	0.231729	0.283178	-0.000000	-0.000225	-0.000977	-0.002392	-0.004629	-0.007866	-0.018037	-0.025223	-0.033838	-0.043725	0.000000	-0.000001	-0.000007	-0.000019	-0.000046	-0.000092	-0.000252	-0.000378	-0.000526	-0.000702	
