HawtC2_ProjectName: 5MW_PowerProduction_Spar2 更多消息和教程请访问：http://www.hawtc.cn/
Powered By OpenWECD.HawtC2.MBD @CopyRight 赵子祯
Time	TwHtALxt  N_0	TwHtALxt  N_1	TwHtALxt  N_2	TwHtALxt  N_3	TwHtALxt  N_4	TwHtALxt  N_5	TwHtALxt  N_7	TwHtALxt  N_8	TwHtALxt  N_9	TwHtALxt  N_10	TwHtALyt  N_0	TwHtALyt  N_1	TwHtALyt  N_2	TwHtALyt  N_3	TwHtALyt  N_4	TwHtALyt  N_5	TwHtALyt  N_7	TwHtALyt  N_8	TwHtALyt  N_9	TwHtALyt  N_10	TwHtALzt  N_0	TwHtALzt  N_1	TwHtALzt  N_2	TwHtALzt  N_3	TwHtALzt  N_4	TwHtALzt  N_5	TwHtALzt  N_7	TwHtALzt  N_8	TwHtALzt  N_9	TwHtALzt  N_10	TwHtTDxt  N_0	TwHtTDxt  N_1	TwHtTDxt  N_2	TwHtTDxt  N_3	TwHtTDxt  N_4	TwHtTDxt  N_5	TwHtTDxt  N_7	TwHtTDxt  N_8	TwHtTDxt  N_9	TwHtTDxt  N_10	TwHtTDyt  N_0	TwHtTDyt  N_1	TwHtTDyt  N_2	TwHtTDyt  N_3	TwHtTDyt  N_4	TwHtTDyt  N_5	TwHtTDyt  N_7	TwHtTDyt  N_8	TwHtTDyt  N_9	TwHtTDyt  N_10	TwHtTDzt  N_0	TwHtTDzt  N_1	TwHtTDzt  N_2	TwHtTDzt  N_3	TwHtTDzt  N_4	TwHtTDzt  N_5	TwHtTDzt  N_7	TwHtTDzt  N_8	TwHtTDzt  N_9	TwHtTDzt  N_10	
12.350000	-0.024370	-0.016696	0.012373	0.058044	0.113741	0.171322	0.255343	0.264295	0.242957	0.190398	0.077418	0.082874	0.084453	0.080683	0.069786	0.049748	-0.025771	-0.084308	-0.157229	-0.242980	-0.003544	-0.004568	-0.005568	-0.006524	-0.007424	-0.008263	-0.009809	-0.010576	-0.011395	-0.012305	0.000000	0.003681	0.014957	0.034109	0.061319	0.096659	0.191168	0.249428	0.313814	0.382776	0.000000	0.000221	0.000832	0.001724	0.002752	0.003741	0.004838	0.004614	0.003755	0.002313	0.000000	-0.000002	-0.000011	-0.000035	-0.000086	-0.000164	-0.000458	-0.000678	-0.000943	-0.001237	
12.400000	-0.030001	-0.025368	-0.003682	0.031708	0.076165	0.123902	0.202882	0.221450	0.219905	0.197215	0.089372	0.088783	0.072029	0.041206	-0.000690	-0.049887	-0.153209	-0.199482	-0.238800	-0.271433	-0.003495	-0.004528	-0.005563	-0.006581	-0.007564	-0.008500	-0.010224	-0.011044	-0.011875	-0.012756	0.000000	0.003686	0.014975	0.034147	0.061382	0.096747	0.191298	0.249570	0.313954	0.382907	0.000000	0.000255	0.000964	0.002013	0.003247	0.004478	0.006114	0.006161	0.005560	0.004365	0.000000	-0.000002	-0.000012	-0.000037	-0.000087	-0.000164	-0.000457	-0.000679	-0.000939	-0.001242	
12.450000	-0.029950	-0.029113	-0.017793	0.002548	0.029818	0.061354	0.124795	0.150509	0.168947	0.179109	0.095388	0.092774	0.069826	0.029852	-0.022527	-0.081576	-0.194219	-0.236254	-0.264081	-0.278590	-0.003764	-0.004798	-0.005854	-0.006917	-0.007971	-0.009001	-0.010944	-0.011857	-0.012753	-0.013660	0.000000	0.003709	0.015064	0.034336	0.061696	0.097198	0.191994	0.250344	0.314764	0.383706	0.000000	0.000262	0.000994	0.002082	0.003374	0.004682	0.006540	0.006730	0.006296	0.005286	0.000000	-0.000002	-0.000012	-0.000035	-0.000087	-0.000169	-0.000465	-0.000687	-0.000943	-0.001255	
12.500000	-0.027212	-0.029392	-0.026724	-0.019114	-0.006554	0.010875	0.059440	0.089769	0.123282	0.159046	0.092383	0.094371	0.084694	0.064021	0.033444	-0.005565	-0.101811	-0.155497	-0.211043	-0.267950	-0.004344	-0.005374	-0.006437	-0.007524	-0.008624	-0.009722	-0.011856	-0.012869	-0.013849	-0.014814	0.000000	0.003742	0.015192	0.034612	0.062159	0.097870	0.193075	0.251585	0.316115	0.385112	0.000000	0.000247	0.000938	0.001965	0.003186	0.004426	0.006199	0.006395	0.006007	0.005081	0.000000	-0.000002	-0.000011	-0.000037	-0.000089	-0.000164	-0.000468	-0.000687	-0.000949	-0.001256	
12.550000	-0.022766	-0.029190	-0.038743	-0.048997	-0.056798	-0.058378	-0.026611	0.013908	0.073549	0.151390	0.086666	0.093125	0.096893	0.096046	0.088204	0.070638	-0.004778	-0.067009	-0.146574	-0.241655	-0.004853	-0.005872	-0.006929	-0.008025	-0.009159	-0.010323	-0.012672	-0.013817	-0.014921	-0.015997	0.000000	0.003775	0.015323	0.034897	0.062648	0.098599	0.194332	0.253101	0.317871	0.387077	0.000000	0.000225	0.000852	0.001778	0.002867	0.003952	0.005390	0.005424	0.004886	0.003820	0.000000	-0.000002	-0.000013	-0.000038	-0.000091	-0.000171	-0.000469	-0.000697	-0.000965	-0.001264	
12.600000	-0.020663	-0.029724	-0.046759	-0.067948	-0.088253	-0.101597	-0.080851	-0.034800	0.039869	0.142255	0.083195	0.089352	0.093328	0.093336	0.087158	0.072242	0.005796	-0.049859	-0.121419	-0.207222	-0.004843	-0.005851	-0.006892	-0.007979	-0.009118	-0.010308	-0.012794	-0.014047	-0.015280	-0.016499	0.000000	0.003798	0.015417	0.035112	0.063036	0.099213	0.195557	0.254707	0.319900	0.389564	0.000000	0.000203	0.000759	0.001569	0.002495	0.003372	0.004265	0.003970	0.003069	0.001613	0.000000	-0.000002	-0.000013	-0.000038	-0.000090	-0.000175	-0.000474	-0.000705	-0.000964	-0.001295	
12.650000	-0.024651	-0.029956	-0.036135	-0.041627	-0.044431	-0.042175	-0.012377	0.019528	0.064287	0.121103	0.081251	0.084010	0.079631	0.068199	0.049973	0.025377	-0.040576	-0.080566	-0.124315	-0.171249	-0.004407	-0.005414	-0.006446	-0.007509	-0.008608	-0.009745	-0.012126	-0.013362	-0.014624	-0.015921	0.000000	0.003813	0.015480	0.035269	0.063341	0.099736	0.196771	0.256413	0.322198	0.392539	0.000000	0.000175	0.000645	0.001308	0.002025	0.002628	0.002779	0.002018	0.000593	-0.001437	0.000000	-0.000002	-0.000013	-0.000038	-0.000091	-0.000176	-0.000481	-0.000712	-0.000991	-0.001313	
12.700000	-0.030188	-0.029564	-0.018744	0.000337	0.024989	0.051850	0.096871	0.107631	0.106933	0.094123	0.076156	0.077105	0.069002	0.052855	0.030132	0.002700	-0.057804	-0.086893	-0.113435	-0.137442	-0.003601	-0.004616	-0.005654	-0.006710	-0.007778	-0.008856	-0.011067	-0.012223	-0.013436	-0.014718	0.000000	0.003833	0.015568	0.035480	0.063741	0.100403	0.198246	0.258444	0.324883	0.395965	0.000000	0.000135	0.000486	0.000949	0.001385	0.001630	0.000848	-0.000477	-0.002522	-0.005220	0.000000	-0.000002	-0.000013	-0.000041	-0.000090	-0.000181	-0.000492	-0.000725	-0.001007	-0.001337	
12.750000	-0.031986	-0.026556	-0.002418	0.035669	0.081242	0.126334	0.179352	0.170481	0.130328	0.058434	0.065425	0.068595	0.068170	0.063724	0.054794	0.040900	-0.003476	-0.034447	-0.071131	-0.112860	-0.002772	-0.003796	-0.004855	-0.005929	-0.007001	-0.008062	-0.010169	-0.011252	-0.012388	-0.013591	0.000000	0.003875	0.015736	0.035858	0.064412	0.101445	0.200248	0.261015	0.328066	0.399788	0.000000	0.000087	0.000294	0.000515	0.000616	0.000437	-0.001437	-0.003412	-0.006166	-0.009623	0.000000	-0.000002	-0.000012	-0.000040	-0.000095	-0.000181	-0.000501	-0.000742	-0.001024	-0.001354	
12.800000	-0.024817	-0.020280	0.000203	0.032288	0.070092	0.106389	0.142173	0.126560	0.081800	0.007677	0.054111	0.059485	0.066795	0.074155	0.079130	0.078848	0.050439	0.017268	-0.030066	-0.090193	-0.002330	-0.003354	-0.004432	-0.005545	-0.006671	-0.007796	-0.010022	-0.011134	-0.012262	-0.013411	0.000000	0.003943	0.016004	0.036445	0.065418	0.102947	0.202850	0.264159	0.331713	0.403883	0.000000	0.000040	0.000102	0.000078	-0.000169	-0.000799	-0.003875	-0.006594	-0.010177	-0.014537	0.000000	-0.000003	-0.000014	-0.000043	-0.000095	-0.000187	-0.000510	-0.000756	-0.001047	-0.001390	
12.850000	-0.007760	-0.014115	-0.025980	-0.041507	-0.058217	-0.073092	-0.083977	-0.073834	-0.050644	-0.014543	0.046270	0.050854	0.057511	0.064505	0.069591	0.070115	0.046299	0.017273	-0.024595	-0.078070	-0.002302	-0.003301	-0.004373	-0.005522	-0.006743	-0.008026	-0.010698	-0.012030	-0.013323	-0.014562	0.000000	0.004020	0.016305	0.037101	0.066536	0.104601	0.205656	0.267505	0.335531	0.408089	0.000000	-0.000004	-0.000077	-0.000335	-0.000923	-0.002010	-0.006368	-0.009918	-0.014452	-0.019869	0.000000	-0.000002	-0.000013	-0.000043	-0.000098	-0.000190	-0.000524	-0.000774	-0.001066	-0.001411	
12.900000	0.005750	-0.009359	-0.047053	-0.100263	-0.159493	-0.213141	-0.252174	-0.213724	-0.126186	0.010186	0.040803	0.041973	0.040508	0.036278	0.029176	0.019119	-0.009976	-0.028913	-0.050547	-0.074533	-0.002545	-0.003513	-0.004548	-0.005678	-0.006921	-0.008279	-0.011249	-0.012774	-0.014260	-0.015687	0.000000	0.004074	0.016517	0.037573	0.067364	0.105872	0.208012	0.270474	0.339138	0.412337	-0.000000	-0.000046	-0.000254	-0.000748	-0.001686	-0.003246	-0.008965	-0.013413	-0.018987	-0.025568	0.000000	-0.000002	-0.000013	-0.000045	-0.000104	-0.000199	-0.000534	-0.000797	-0.001096	-0.001437	
12.950000	0.003562	-0.004065	-0.020804	-0.043362	-0.067350	-0.087432	-0.092319	-0.066332	-0.016796	0.055917	0.035014	0.031678	0.019144	-0.000496	-0.024396	-0.049080	-0.085614	-0.090739	-0.084573	-0.068004	-0.002722	-0.003684	-0.004685	-0.005744	-0.006872	-0.008077	-0.010709	-0.012114	-0.013561	-0.015045	0.000000	0.004100	0.016629	0.037843	0.067875	0.106723	0.209893	0.273061	0.342558	0.416700	-0.000000	-0.000097	-0.000461	-0.001227	-0.002559	-0.004642	-0.011815	-0.017197	-0.023834	-0.031593	0.000000	-0.000002	-0.000014	-0.000044	-0.000104	-0.000205	-0.000548	-0.000815	-0.001128	-0.001478	
13.000000	-0.004626	0.002041	0.025712	0.061954	0.104751	0.146697	0.194870	0.185535	0.146831	0.078409	0.025613	0.020381	0.004624	-0.018871	-0.046352	-0.073264	-0.105614	-0.102378	-0.083046	-0.048952	-0.003011	-0.003989	-0.004994	-0.006010	-0.007026	-0.008041	-0.010124	-0.011250	-0.012477	-0.013819	0.000000	0.004133	0.016766	0.038165	0.068474	0.107700	0.211971	0.275872	0.346215	0.421303	-0.000000	-0.000162	-0.000726	-0.001826	-0.003624	-0.006302	-0.015026	-0.021344	-0.029010	-0.037876	0.000000	-0.000002	-0.000014	-0.000046	-0.000106	-0.000205	-0.000557	-0.000834	-0.001143	-0.001524	
13.050000	-0.000770	0.007896	0.036458	0.079463	0.129533	0.177610	0.227298	0.209993	0.156064	0.065265	0.009987	0.008895	0.007311	0.005274	0.002848	0.000111	-0.005918	-0.009030	-0.012120	-0.015176	-0.003718	-0.004701	-0.005730	-0.006781	-0.007835	-0.008883	-0.010981	-0.012073	-0.013232	-0.014467	0.000000	0.004197	0.017022	0.038734	0.069467	0.109213	0.214741	0.279332	0.350381	0.426167	-0.000000	-0.000237	-0.001026	-0.002496	-0.004804	-0.008121	-0.018447	-0.025696	-0.034360	-0.044280	0.000000	-0.000002	-0.000014	-0.000047	-0.000109	-0.000207	-0.000584	-0.000858	-0.001181	-0.001559	
13.100000	0.017257	0.011445	-0.002339	-0.021454	-0.042362	-0.060750	-0.070860	-0.053779	-0.018125	0.035921	-0.007507	-0.003220	0.012591	0.036578	0.064253	0.090185	0.113352	0.100344	0.067284	0.015886	-0.004486	-0.005441	-0.006467	-0.007576	-0.008771	-0.010053	-0.012807	-0.014224	-0.015626	-0.016997	0.000000	0.004270	0.017312	0.039373	0.070574	0.110886	0.217729	0.283015	0.354748	0.431185	-0.000000	-0.000303	-0.001289	-0.003093	-0.005868	-0.009783	-0.021675	-0.029876	-0.039588	-0.050641	0.000000	-0.000003	-0.000016	-0.000048	-0.000112	-0.000218	-0.000599	-0.000879	-0.001214	-0.001606	
13.150000	0.028987	0.014996	-0.023063	-0.078137	-0.140725	-0.199187	-0.251890	-0.222028	-0.143980	-0.017723	-0.017736	-0.016232	-0.006425	0.009731	0.029589	0.049918	0.077907	0.079343	0.070090	0.051007	-0.004750	-0.005675	-0.006662	-0.007747	-0.008957	-0.010305	-0.013357	-0.014982	-0.016605	-0.018194	0.000000	0.004317	0.017499	0.039803	0.071350	0.112114	0.220184	0.286235	0.358817	0.436173	-0.000000	-0.000352	-0.001491	-0.003561	-0.006727	-0.011166	-0.024539	-0.033704	-0.044524	-0.056811	0.000000	-0.000003	-0.000016	-0.000048	-0.000113	-0.000223	-0.000613	-0.000902	-0.001244	-0.001628	
13.200000	0.025381	0.017965	-0.001683	-0.030316	-0.063529	-0.095908	-0.133926	-0.128211	-0.100859	-0.051650	-0.023240	-0.029481	-0.039880	-0.052093	-0.063061	-0.069147	-0.051229	-0.020682	0.026354	0.088338	-0.004691	-0.005610	-0.006561	-0.007567	-0.008650	-0.009830	-0.012510	-0.014005	-0.015585	-0.017228	0.000000	0.004334	0.017579	0.040009	0.071770	0.112861	0.222033	0.288899	0.362480	0.441000	-0.000000	-0.000399	-0.001685	-0.004011	-0.007550	-0.012489	-0.027270	-0.037349	-0.049217	-0.062669	0.000000	-0.000003	-0.000015	-0.000051	-0.000119	-0.000223	-0.000621	-0.000920	-0.001266	-0.001674	
13.250000	0.014922	0.020589	0.038228	0.063739	0.091643	0.115266	0.120149	0.087839	0.026523	-0.063445	-0.033673	-0.041441	-0.054422	-0.069479	-0.082525	-0.088704	-0.059888	-0.016191	0.049794	0.135966	-0.004594	-0.005530	-0.006479	-0.007432	-0.008389	-0.009362	-0.011458	-0.012658	-0.014002	-0.015483	0.000000	0.004352	0.017663	0.040222	0.072197	0.113612	0.223850	0.291497	0.366029	0.445652	-0.000000	-0.000456	-0.001916	-0.004532	-0.008476	-0.013931	-0.030049	-0.040931	-0.053680	-0.068078	0.000000	-0.000003	-0.000016	-0.000051	-0.000120	-0.000233	-0.000641	-0.000946	-0.001294	-0.001732	
13.300000	0.013252	0.022987	0.051976	0.093890	0.140250	0.180718	0.198158	0.154007	0.065446	-0.067119	-0.050801	-0.051006	-0.040998	-0.022014	0.004164	0.035281	0.102143	0.133145	0.160463	0.184196	-0.004521	-0.005467	-0.006438	-0.007417	-0.008389	-0.009356	-0.011355	-0.012456	-0.013667	-0.014977	0.000000	0.004397	0.017845	0.040636	0.072938	0.114773	0.226126	0.294451	0.369729	0.450142	-0.000000	-0.000512	-0.002139	-0.005032	-0.009356	-0.015286	-0.032598	-0.044175	-0.057667	-0.072852	0.000000	-0.000003	-0.000016	-0.000051	-0.000122	-0.000232	-0.000652	-0.000963	-0.001331	-0.001762	
13.350000	0.024569	0.024908	0.026486	0.028297	0.029035	0.027140	0.008728	-0.010750	-0.038185	-0.073183	-0.064497	-0.058852	-0.031257	0.013715	0.069806	0.129340	0.225096	0.246327	0.244052	0.220052	-0.004392	-0.005322	-0.006304	-0.007340	-0.008432	-0.009580	-0.012038	-0.013333	-0.014651	-0.015962	0.000000	0.004459	0.018090	0.041178	0.073878	0.116195	0.228672	0.297595	0.373462	0.454439	-0.000000	-0.000543	-0.002268	-0.005332	-0.009906	-0.016172	-0.034435	-0.046632	-0.060837	-0.076815	0.000000	-0.000003	-0.000017	-0.000051	-0.000124	-0.000248	-0.000665	-0.000984	-0.001372	-0.001807	
13.400000	0.037158	0.025756	-0.006688	-0.054595	-0.110404	-0.164818	-0.227839	-0.216947	-0.168934	-0.083420	-0.066070	-0.065664	-0.052455	-0.027934	0.005736	0.045816	0.132791	0.173884	0.210833	0.243714	-0.003861	-0.004763	-0.005720	-0.006765	-0.007921	-0.009199	-0.012069	-0.013587	-0.015093	-0.016542	0.000000	0.004505	0.018275	0.041593	0.074611	0.117329	0.230821	0.300334	0.376830	0.458456	-0.000000	-0.000549	-0.002298	-0.005420	-0.010106	-0.016558	-0.035503	-0.048231	-0.063102	-0.079868	0.000000	-0.000003	-0.000017	-0.000056	-0.000126	-0.000247	-0.000678	-0.001002	-0.001391	-0.001837	
13.450000	0.036472	0.026018	-0.003735	-0.047735	-0.099124	-0.149468	-0.209241	-0.200950	-0.159140	-0.083426	-0.061790	-0.071145	-0.085426	-0.100449	-0.110812	-0.110124	-0.048694	0.023319	0.126301	0.257267	-0.002894	-0.003786	-0.004706	-0.005685	-0.006749	-0.007917	-0.010573	-0.012031	-0.013539	-0.015065	0.000000	0.004519	0.018339	0.041756	0.074941	0.117913	0.232250	0.302385	0.379641	0.462150	-0.000000	-0.000551	-0.002314	-0.005471	-0.010228	-0.016803	-0.036217	-0.049317	-0.064658	-0.081981	0.000000	-0.000003	-0.000018	-0.000055	-0.000131	-0.000254	-0.000689	-0.001016	-0.001418	-0.001871	
13.500000	0.024421	0.025829	0.030365	0.036493	0.042192	0.045023	0.031435	0.010229	-0.022514	-0.066416	-0.062642	-0.074335	-0.094915	-0.118861	-0.138993	-0.146781	-0.089209	-0.008594	0.111393	0.267026	-0.001945	-0.002852	-0.003760	-0.004671	-0.005591	-0.006534	-0.008585	-0.009757	-0.011060	-0.012484	0.000000	0.004521	0.018356	0.041823	0.075113	0.118275	0.233362	0.304106	0.382136	0.465578	-0.000000	-0.000568	-0.002381	-0.005619	-0.010483	-0.017188	-0.036902	-0.050161	-0.065661	-0.083142	0.000000	-0.000003	-0.000017	-0.000056	-0.000131	-0.000255	-0.000695	-0.001034	-0.001426	-0.001906	
13.550000	0.014852	0.026485	0.060469	0.109602	0.164227	0.212557	0.238056	0.191090	0.093802	-0.053429	-0.070786	-0.074974	-0.073738	-0.065938	-0.050247	-0.025207	0.058522	0.119189	0.192516	0.277081	-0.001248	-0.002178	-0.003110	-0.004019	-0.004889	-0.005722	-0.007392	-0.008332	-0.009409	-0.010623	0.000000	0.004544	0.018453	0.042049	0.075534	0.118963	0.234830	0.306093	0.384728	0.468842	-0.000000	-0.000591	-0.002466	-0.005795	-0.010763	-0.017564	-0.037374	-0.050596	-0.065990	-0.083302	0.000000	-0.000003	-0.000017	-0.000055	-0.000132	-0.000255	-0.000706	-0.001049	-0.001465	-0.001933	
13.600000	0.019315	0.028577	0.055423	0.094004	0.136491	0.173338	0.187837	0.146013	0.063043	-0.060663	-0.078161	-0.073949	-0.048669	-0.006058	0.048701	0.109207	0.219166	0.255863	0.275304	0.278660	-0.001338	-0.002271	-0.003236	-0.004209	-0.005175	-0.006125	-0.008018	-0.009006	-0.010048	-0.011134	0.000000	0.004600	0.018671	0.042526	0.076348	0.120170	0.236887	0.308553	0.387545	0.471959	-0.000000	-0.000595	-0.002478	-0.005810	-0.010768	-0.017536	-0.037159	-0.050208	-0.065371	-0.082400	0.000000	-0.000003	-0.000017	-0.000058	-0.000131	-0.000261	-0.000717	-0.001063	-0.001471	-0.001953	
13.650000	0.035207	0.030258	0.015862	-0.005837	-0.031899	-0.058686	-0.098018	-0.102768	-0.093912	-0.071063	-0.076734	-0.072310	-0.047077	-0.004847	0.049108	0.108286	0.213621	0.246874	0.262095	0.260543	-0.002296	-0.003205	-0.004171	-0.005207	-0.006320	-0.007508	-0.010039	-0.011317	-0.012548	-0.013698	0.000000	0.004663	0.018914	0.043050	0.077232	0.121462	0.239001	0.311012	0.390270	0.474856	-0.000000	-0.000567	-0.002370	-0.005572	-0.010356	-0.016912	-0.036034	-0.048812	-0.063697	-0.080445	0.000000	-0.000003	-0.000018	-0.000059	-0.000135	-0.000270	-0.000726	-0.001076	-0.001495	-0.001970	
13.700000	0.044422	0.031934	-0.004535	-0.058707	-0.122065	-0.184131	-0.257453	-0.246697	-0.194309	-0.099811	-0.065993	-0.069375	-0.067599	-0.059872	-0.045301	-0.022927	0.048767	0.099240	0.159383	0.228084	-0.003184	-0.004069	-0.005002	-0.006016	-0.007136	-0.008370	-0.011107	-0.012523	-0.013895	-0.015181	0.000000	0.004698	0.019053	0.043358	0.077768	0.122277	0.240481	0.312854	0.392477	0.477423	-0.000000	-0.000522	-0.002192	-0.005183	-0.009686	-0.015910	-0.034275	-0.046663	-0.061166	-0.077541	0.000000	-0.000003	-0.000018	-0.000060	-0.000139	-0.000267	-0.000738	-0.001084	-0.001505	-0.001988	
13.750000	0.038747	0.033447	0.017354	-0.007504	-0.038303	-0.071516	-0.129084	-0.145660	-0.150276	-0.142230	-0.054787	-0.064050	-0.080386	-0.099462	-0.115642	-0.122226	-0.078241	-0.015683	0.077710	0.199022	-0.003781	-0.004669	-0.005573	-0.006509	-0.007492	-0.008535	-0.010826	-0.012067	-0.013354	-0.014658	0.000000	0.004706	0.019090	0.043453	0.077960	0.122616	0.241311	0.314044	0.394106	0.479561	-0.000000	-0.000482	-0.002033	-0.004823	-0.009047	-0.014915	-0.032362	-0.044199	-0.058099	-0.073828	0.000000	-0.000004	-0.000019	-0.000060	-0.000140	-0.000274	-0.000741	-0.001091	-0.001513	-0.001999	
13.800000	0.027715	0.034744	0.053837	0.079794	0.105735	0.123337	0.097030	0.036585	-0.062200	-0.198316	-0.051576	-0.056269	-0.061135	-0.064267	-0.063246	-0.055247	-0.006579	0.038890	0.099765	0.174496	-0.004335	-0.005246	-0.006154	-0.007044	-0.007910	-0.008758	-0.010496	-0.011461	-0.012529	-0.013680	0.000000	0.004717	0.019138	0.043566	0.078171	0.122960	0.242046	0.315040	0.395405	0.481198	-0.000000	-0.000452	-0.001903	-0.004518	-0.008481	-0.013990	-0.030387	-0.041522	-0.054604	-0.069410	0.000000	-0.000003	-0.000018	-0.000058	-0.000140	-0.000269	-0.000740	-0.001096	-0.001528	-0.002010	
13.850000	0.027393	0.034732	0.054531	0.081023	0.106596	0.122061	0.082465	0.009259	-0.106931	-0.264822	-0.049985	-0.046981	-0.031596	-0.006141	0.026195	0.061480	0.123571	0.142593	0.150541	0.148194	-0.005133	-0.006052	-0.006985	-0.007911	-0.008820	-0.009709	-0.011487	-0.012424	-0.013412	-0.014420	0.000000	0.004752	0.019273	0.043853	0.078643	0.123629	0.243042	0.316118	0.396486	0.482204	-0.000000	-0.000411	-0.001738	-0.004135	-0.007778	-0.012858	-0.028044	-0.038390	-0.050566	-0.064364	0.000000	-0.000003	-0.000018	-0.000059	-0.000140	-0.000274	-0.000741	-0.001095	-0.001510	-0.002011	
13.900000	0.040868	0.029230	-0.004867	-0.056821	-0.120283	-0.187351	-0.296421	-0.321230	-0.317945	-0.285334	-0.039957	-0.036343	-0.020864	0.004024	0.034960	0.067823	0.121249	0.133753	0.133691	0.122009	-0.006121	-0.007012	-0.007942	-0.008940	-0.010026	-0.011207	-0.013779	-0.015078	-0.016300	-0.017388	0.000000	0.004784	0.019393	0.044102	0.079039	0.124167	0.243726	0.316752	0.396965	0.482421	-0.000000	-0.000353	-0.001502	-0.003602	-0.006830	-0.011381	-0.025189	-0.034704	-0.045968	-0.058783	0.000000	-0.000003	-0.000019	-0.000059	-0.000141	-0.000277	-0.000749	-0.001099	-0.001503	-0.002000	
13.950000	0.044528	0.017845	-0.057699	-0.169158	-0.298980	-0.425582	-0.572512	-0.547572	-0.436474	-0.238335	-0.023825	-0.023415	-0.018896	-0.010637	0.000803	0.014707	0.046587	0.062975	0.078920	0.094361	-0.006289	-0.007150	-0.008034	-0.009019	-0.010160	-0.011482	-0.014559	-0.016152	-0.017644	-0.018967	0.000000	0.004760	0.019301	0.043907	0.078721	0.123720	0.243077	0.316066	0.396301	0.481836	-0.000000	-0.000284	-0.001227	-0.002984	-0.005741	-0.009699	-0.022013	-0.030653	-0.040975	-0.052793	0.000000	-0.000003	-0.000018	-0.000060	-0.000141	-0.000273	-0.000737	-0.001092	-0.001509	-0.001988	
14.000000	0.018178	0.004846	-0.029901	-0.080561	-0.139656	-0.197982	-0.271061	-0.266431	-0.225495	-0.147763	-0.006873	-0.008523	-0.011898	-0.015916	-0.019171	-0.019991	-0.007249	0.009304	0.033594	0.064894	-0.005434	-0.006316	-0.007163	-0.008021	-0.008933	-0.009931	-0.012231	-0.013510	-0.014838	-0.016186	0.000000	0.004680	0.018997	0.043272	0.077697	0.122308	0.241168	0.314172	0.394657	0.480685	-0.000000	-0.000214	-0.000946	-0.002354	-0.004626	-0.007974	-0.018732	-0.026453	-0.035780	-0.046538	0.000000	-0.000004	-0.000019	-0.000058	-0.000138	-0.000263	-0.000729	-0.001079	-0.001492	-0.001984	
14.050000	-0.020846	-0.007123	0.038246	0.105544	0.181713	0.250783	0.296653	0.240569	0.117336	-0.072809	0.009912	0.006677	-0.003042	-0.017041	-0.032393	-0.045571	-0.050241	-0.035170	-0.006215	0.035402	-0.003935	-0.004880	-0.005752	-0.006519	-0.007167	-0.007707	-0.008670	-0.009268	-0.010063	-0.011081	0.000000	0.004609	0.018730	0.042712	0.076786	0.121041	0.239394	0.312355	0.392987	0.479354	-0.000000	-0.000150	-0.000688	-0.001769	-0.003580	-0.006335	-0.015527	-0.022289	-0.030555	-0.040163	0.000000	-0.000003	-0.000018	-0.000057	-0.000134	-0.000263	-0.000719	-0.001069	-0.001488	-0.001969	
14.100000	-0.038307	-0.017750	0.049085	0.148391	0.261577	0.365888	0.446618	0.376018	0.210628	-0.049445	0.023417	0.021134	0.012558	-0.000479	-0.015523	-0.029607	-0.042054	-0.034817	-0.016606	0.011642	-0.002518	-0.003508	-0.004456	-0.005298	-0.005988	-0.006509	-0.007208	-0.007573	-0.008095	-0.008818	0.000000	0.004604	0.018705	0.042650	0.076664	0.120830	0.238894	0.311648	0.392028	0.478105	-0.000000	-0.000097	-0.000470	-0.001265	-0.002662	-0.004865	-0.012521	-0.018295	-0.025433	-0.033791	0.000000	-0.000003	-0.000017	-0.000057	-0.000132	-0.000259	-0.000721	-0.001062	-0.001474	-0.001950	
14.150000	-0.025714	-0.028734	-0.028157	-0.024909	-0.020246	-0.015716	-0.013995	-0.020064	-0.032246	-0.050625	0.030467	0.034555	0.042214	0.051780	0.061066	0.067464	0.060467	0.042328	0.012868	-0.026867	-0.001581	-0.002552	-0.003547	-0.004554	-0.005558	-0.006545	-0.008415	-0.009280	-0.010091	-0.010849	0.000000	0.004638	0.018829	0.042894	0.077028	0.121271	0.239192	0.311647	0.391547	0.476963	-0.000000	-0.000046	-0.000261	-0.000780	-0.001775	-0.003443	-0.009593	-0.014394	-0.020417	-0.027537	0.000000	-0.000003	-0.000019	-0.000055	-0.000135	-0.000261	-0.000711	-0.001057	-0.001472	-0.001938	
14.200000	-0.012845	-0.039679	-0.106061	-0.199872	-0.304820	-0.400984	-0.478415	-0.418653	-0.275184	-0.048302	0.039345	0.047101	0.063046	0.083563	0.103895	0.118357	0.105403	0.067612	0.005509	-0.078671	-0.000722	-0.001648	-0.002616	-0.003682	-0.004881	-0.006221	-0.009146	-0.010553	-0.011788	-0.012812	0.000000	0.004640	0.018833	0.042893	0.077004	0.121196	0.238882	0.311132	0.390760	0.475849	0.000000	0.000016	-0.000009	-0.000211	-0.000762	-0.001863	-0.006537	-0.010445	-0.015488	-0.021552	0.000000	-0.000003	-0.000018	-0.000056	-0.000134	-0.000261	-0.000716	-0.001055	-0.001454	-0.001925	
